dam_ID,dam_name,dam_height,storage,file,permit,water_right,exempt_category,river,basin,county,wm_district,wm_region,meridian,township,township_char,range,range_char,sctn,latitude,longitude,last_inspection_state,next_inspection,hazard
OR02829,Rickman Reservoir,15,33.5,R-32,R-5422,Cert:42497 OR *,,Donivan Creek,6,GRAN,4,NC REGION,WM,18,S,28,E,24,43.99890136,-119.31124877,2013-05-08,2019,L
OR02842,Rimrock Lake,10,200,R-46,X12-321,,,Rimrock Lake,12,HARN,10,E REGION,WM,24,S,24,E,15,43.4972229,-119.8188858,2011-11-03,2017,L
OR02844,Rincon Ranch Reservoir,20,250,R-3,R-928,Cert:31758 OR *,,Rincon Creek,12,HARN,10,E REGION,WM,39,S,33,E,2,42.21955108,-118.81694793,2012-09-07,2018,L
OR02850,Ritter-Ernest (small),17,33,R-10,R-953,Cert:20333 OR *,,,14,KLAM,17,SC REGION,WM,38,S,11,E,20,42.26050186,-121.4309616,2010-11-03,2016,L
OR02852,Rivers End  Dam,23,1839,R-49,R-11347,Permit: R  11347 *,,Chewaucan River,13,LAKE,12,SC REGION,WM,35,S,21,E,21,42.51559066,-120.25222778,2012-08-09,2018,L
OR02908,Rough Road,10.7,10,R-17,R-5167,Cert:76828 CR *,FEDERAL,,11,MALH,9,E REGION,WM,37,S,45,E,29,42.33031845,-117.46672821,,,L
OR02909,Round Barn Reservoir,12,7500,R-45,R-770,Cert:23298 OR *,,Riddle Creek,12,HARN,10,E REGION,WM,28,S,33,E,16,43.13357925,-118.64585113,2012-05-22,2018,L
OR02925,Beaverdam Pond,10,50,B-91,X8-210,,,Beaver Dam Creek,9,BAKE,8,E REGION,WM,12,S,37,E,12,44.53416061,-118.11402893,2010-08-31,2016,L
OR02928,Rufino Butte Reservoir,12.5,10.6,R-22,R-4376,Cert:63005 OR *,FEDERAL,Trib to Malheur River,11,MALH,9,E REGION,WM,23,S,41,E,6,43.59038925,-117.75060272,,,L
OR02932,Rye Field Reservoir,11.6,12,R-34,R-7425,Cert:58018 OR *,FEDERAL,"Nergo Rock Creek, Trib to",10,MALH,9,E REGION,WM,22,S,43,E,1,43.69087982,-117.39328765,,,L
OR02942,S.I.C. Reservoir,13,35,S-90,R-5780,Cert:51055 OR *,,,2,WASH,18,NW REGION,WM,1,S,3,W,24,45.4719696,-123.00537109,2010-11-10,2016,L
OR02949,Safety Reservoir,10,16,S-13,R-2965,Cert:56908 OR *,FEDERAL,,12,LAKE,10,E REGION,WM,39,S,26,E,26,42.1565895,-119.63619995,,,L
OR02958,Salmonberry Reservoir,35,61.22,S-9,,,,Salmon Creek,2,COLU,18,NW REGION,WM,5,N,2,W,28,45.88597106,-122.93462371,2013-03-05,2016,S
OR02969,Saunders Reservoir,15,18.6,S-17,R-7393,Cert:72378 OR *,FEDERAL,"Poverty Basin, Trib to",13,LAKE,12,SC REGION,WM,30,S,21,E,9,42.97761154,-120.24427032,,,L
OR02973,Sharf Reservoir #1,10,29.5,S-10,R-5319,Cert:41890 OR *,,,2,POLK,16,NW REGION,WM,6,S,5,W,15,45.04438018,-123.29100799,2014-03-14,2020,L
OR02974,Schaber Bro s. Reservoir,20,26,S-35,R-1421,Cert:23524 OR *,,Athey Creek,2,CLAC,18,NW REGION,WM,2,S,1,E,20,45.37929916,-122.71109008,2009-11-04,2015,L
OR02977,Scharf Reservoir #2,15,35.8,S-64,R-6543,Cert:66103 OR *,,,2,POLK,16,NW REGION,WM,6,S,5,W,15,45.04711111,-123.2937944,2014-03-07,2020,L
OR02978,Schwartz Reservoir,20,19.7,S-7,R-2122,Cert:27998 OR *,,Unnamed Trib to Coyote Creek,2,LANE,2,NW REGION,WM,18,S,5,W,21,43.98587036,-123.29965209,2013-05-22,2016,S
OR02980,Schindler Reservoir,29,15,S-62,R-4516,Cert:42460 OR *,,"Palmer Creek, Trib to",2,YAMH,16,NW REGION,WM,6,S,3,W,6,45.07611083,-123.10272216,2009-03-30,2015,L
OR03008,Serafin Reservoir,16,18,S-19,R-8665,Cert:83974 OR *,,"North Umpqua River, Trib to",16,DOUG,15,SW REGION,WM,26,S,4,W,32,43.25976181,-123.20748901,2009-12-02,2015,L
OR03010,Serres Reservoir,14,10,S-42,R-1009,Cert:24377 OR *,,,2,MARI,16,NW REGION,WM,5,S,1,W,16,45.13660812,-122.82438659,2009-02-17,2015,L
OR03011,Laurelwood Academy Lagoon,13,24.1,LG-67,R-6574,Cert:81435 CR *,,Treatment Plant,2,WASH,18,NW REGION,WM,2,S,3,W,5,45.4200592,-123.08271026,2010-10-29,2016,L
OR03012,Slegers Sewage Lagoon,10,38.6,LG-81,R-6572,Cert:65622 OR *,CAFO,Dairy Waste,2,YAMH,16,NW REGION,WM,4,S,3,W,34,45.17876815,-123.0456314,2013-07-23,2019,L
OR03013,Sexton Reservoir,12,10,S-71,R-307,Cert:2064 OR *,,Dry Creek,10,MALH,9,E REGION,WM,24,S,39,E,7,43.50143814,-117.98890686,2011-08-23,2017,L
OR03017,Shaffer Reservoir,15,13,S-86,R-10506,Cert:65566 OR *,,"South Yamhill River, Trib to",2,POLK,16,NW REGION,WM,6,S,6,W,15,45.05138015,-123.40975952,2015-03-17,2018,S
OR03026,Sheep,10.5,10,S-36,R-5162,Cert:58275 OR *,FEDERAL,,11,MALH,9,E REGION,WM,25,S,46,E,24,43.37395858,-117.04380798,,,L
OR03032,Sheep Lake,10,50,S-140,X12-321,,Small,Chickahominy Creek,12,HARN,10,E REGION,WM,23,S,25,E,17,43.57055664,-119.75138854,,,L
OR03040,Sherman Stock Reservoir #1,28,36.2,S-24a,R-992,Cert:23307 OR *,,"Sly Creek, Trib to",2,COLU,18,NW REGION,WM,4,N,2,W,36,45.78366851,-122.8816986,2013-05-16,2019,L
OR03041,Sherman Stock Reservoir #2,28,14,S-24b,R-1045,Cert:22792 OR *,,,2,COLU,18,NW REGION,WM,4,N,2,W,35,45.78147125,-122.8895111,2013-05-16,2019,L
OR03042,Sherwood Creek Reservoir,27,38,S-88,R-3698,Permit: R  3698 *,,Sherwood Creek,5,CROO,11,SC REGION,WM,17,S,19,E,18,44.0916481,-120.48989868,2014-04-30,2020,L
OR03049,Shoun Reservoir,22,22.5,S-44,R-2062,Cert:29107 OR *,,Horse Heaven Creek,5,CROO,11,SC REGION,WM,16,S,19,E,19,44.16397857,-120.49066162,2015-08-24,2021,L
OR03058,Siegmund Parcel No. 1,15,25,S-48,R-2228,Cert:31620 OR *,,Barlamus Creek,2,MARI,16,NW REGION,WM,9,S,1,E,9,44.80913925,-122.69294738,2015-11-06,2021,L
OR03060,Macedo Dairy Lagoon,17,68,LG-71,,,CAFO,Off-channel,2,LINN,2,NW REGION,WM,11,S,1,E,18,44.6123085,-122.73976898,2012-01-26,2018,L
OR03061,Simms Spring Reservoir,23,47,S-20,R-982,Cert:27336 OR *,,Simms Creek,14,KLAM,17,SC REGION,WM,40,S,12,E,16,42.09883117,-121.42198181,2010-12-14,2016,L
OR03064,Simpson Dam (Polk),22,42,S-120,R-6057,Cert:57277 OR *,,Salt Creek,2,POLK,16,NW REGION,WM,7,S,5,W,21,44.95566177,-123.29878997,2012-06-14,2018,L
OR03076,Spada Farms #2 (Ryan),26,138.7,S-82,R-13775,Permit: R  13775 *,,,2,MARI,16,NW REGION,WM,4,S,1,W,19,45.21393966,-122.85820007,2013-03-07,2019,L
OR03079,Skylane Farms Reservoir 3,26,13.5,S-105,R-5754,Cert:87767 CF *,,Unnamed,2,CLAC,20,NW REGION,WM,3,S,1,E,36,45.26195144,-122.6234436,2011-12-05,2017,L
OR03086,Metropolitan Sludge Ponds (Lagoon),15,160,LG-4,,,,Wastewater Lagoons (4),2,LANE,2,NW REGION,WM,16,S,4,W,32,44.14086151,-123.20114898,2010-11-22,2016,L
OR03142,Spangler Pond,11,25,S-49,R-1846,Cert:28980 CR *,,,2,WASH,18,NW REGION,WM,1,S,3,W,27,45.45886993,-123.04299163,2010-03-09,2015,L
OR03143,Spaniol Reservoir,11.1,11.8,S-5,R-5386,Cert:39815 OR *,,Grebe Creek & Unnamed Creek,2,WASH,18,NW REGION,WM,3,N,3,W,32,45.70183181,-123.08503723,2009-10-28,2015,L
OR03165,Orchard Heights,10,12,O-18,R-1012,Cert:23310 OR *,,Winslow Gulch,2,POLK,16,NW REGION,WM,7,S,3,W,18,44.96395874,-123.11022186,2010-06-03,2016,L
OR03181,State Reservoir (BLM),21,29,S-26,R-11903,Permit: R  11903 *,FEDERAL,"Skull Creek, Trib to",12,HARN,10,E REGION,WM,21,S,29,E,9,43.76298141,-119.25634765,,,L
OR03191,Stevens,19,11,S-27,R-1713,Cert:24497 OR *,,,2,POLK,16,NW REGION,WM,7,S,4,W,3,44.98509979,-123.1604309,2011-01-12,2017,L
OR03193,Stewart Reservoir (Grant),18,31,S-50,R-2656,Cert:32431 OR *,,Flat Creek; Trib John Day River,6,GRAN,4,NC REGION,WM,13,S,27,E,35,44.39300155,-119.43846893,2013-11-25,2019,L
OR03194,Stewart Reservoir (Polk),21,70,S-23,R-989,Cert:21033 OR *,,Athey Creek,2,POLK,16,NW REGION,WM,6,S,4,W,8,45.0664215,-123.19877624,2015-09-03,2021,L
OR03200,Stinking Water Reservoir,10,70,R-51,R-7867,Cert:79051 OR *,FEDERAL,"Pine Creek, Trib to",10,HARN,10,E REGION,WM,21,S,34,E,9,43.75774002,-118.53897857,,,L
OR03216,Stoddard,10,40,S-34,R-908,Cert:30761 OR *,,Main Eagle Creek,9,BAKE,8,E REGION,WM,7,S,44,E,34,44.91519165,-117.31915283,2015-06-22,2021,L
OR03240,Sutherland Dam,24,44,S-18,R-903,Cert:26200 OR *,,Egli Canyon,12,HARN,10,E REGION,WM,25,S,24,E,28,43.37794113,-119.85681915,2011-11-03,2017,L
OR03242,Swagerty Reservoir,11.5,22.1,S-58,R-4789,Cert:35862 OR *,,Stimpson Gulch,15,JACK,13,SW REGION,WM,36,S,1,W,34,42.39804077,-122.8072586,2010-02-10,2016,L
OR03252,Tadmore Lake Dam,23,29,T-11,R-5841,Cert:51281 OR *,,,2,LINN,2,NW REGION,WM,13,S,1,E,2,44.46818161,-122.65116119,2013-10-24,2019,L
OR03256,Tangen-A. L. Irig Reservoir,17,25,T-12,R-958,Cert:22118 OR *,,,2,YAMH,16,NW REGION,WM,3,S,3,W,12,45.32241821,-123.01109313,2009-04-17,2015,L
OR03257,Tankersley Reservoir,10,32.2,T-8,R-7803,Cert:67351 OR *,,"Unnamed, trib Tualatin River",2,WASH,18,NW REGION,WM,1,S,2,W,34,45.43445968,-122.9113388,2013-01-30,2019,L
OR03315,True Blue Reservoir No. 2,13,10,T-16,R-808,Cert:28763 OR *,,True Blue Creek,9,BAKE,8,E REGION,WM,11,S,43,E,31,44.55667114,-117.50303649,2011-04-27,2017,L
OR03317,Tualatin Park,22,27.5,T-47,R-5251,Cert:75903 OR *,,"Tualatin River, Trib to",2,WASH,18,NW REGION,WM,2,S,1,W,27,45.36864852,-122.78907012,2013-01-13,2016,S
OR03336,Twin Reservoir (Large),11,10.16,T-7,R-7306,Cert:78167 CR *,FEDERAL,"Antelope Reservoir , Trib to",11,MALH,9,E REGION,WM,31,S,45,E,26,42.83158111,-117.17614746,,,L
OR03340,Two Mile Reservoir,19,48,T-10,R-942,Cert:22117 OR *,FEDERAL,,11,MALH,9,E REGION,WM,40,S,43,E,33,42.05710983,-117.67530822,,,L
OR03367,Elmer Farms Dam,20,28.4,E-14,R-1512,Cert:27756 OR *,,Randall Creek,2,CLAC,20,NW REGION,WM,4,S,3,E,20,45.20254135,-122.45706176,2009-05-18,2015,L
OR03369,Zehner,15,14.3,Z-3,R-1559,Cert:49804 CF *,,Unnamed,2,MARI,16,NW REGION,WM,4,S,1,W,33,45.18444824,-122.81974029,2016-02-09,2021,L
OR03377,Polehn Dam,19,9.5,P-32,R-2061,Cert:28175 OR *,,Unnamed,2,CLAC,20,NW REGION,WM,3,S,3,E,8,45.31840133,-122.47595214,2011-12-08,2017,L
OR03380,"Schaefer, Ray Reservoir",25,17.7,S-54,R-3160,Cert:35426 OR *,,"Rock Creek, Trib of",2,CLAC,16,NW REGION,WM,6,S,1,E,4,45.08391952,-122.69209289,2015-10-02,2021,L
OR03385,"Paris, E.L.",13,46.9,P-5,R-4515,Cert:35831 OR *,,,16,DOUG,15,SW REGION,WM,26,S,2,W,13,43.30521011,-122.87564849,2010-07-15,2016,L
OR03388,Pfrang #1,10,10,P-26,R-4594,Cert:37209 OR *,,,13,LAKE,12,SC REGION,WM,38,S,20,E,28,42.2463417,-120.36637115,2011-07-05,2017,L
OR03392,"Kuenzi, Lee A.",22,15,K-38,R-4731,Cert:38369 OR *,,,2,MARI,16,NW REGION,WM,7,S,1,W,28,44.93021011,-122.81175231,2016-02-09,2022,L
OR03394,Stadeli,22.5,47,S-59,R-4851,Cert:39809 OR *,,,2,MARI,16,NW REGION,WM,7,S,1,W,4,44.99253082,-122.80988311,2014-09-29,2019,L
OR03395,Neal Miller,10,31.3,N-25,R-4943,Cert:36330 OR *,,Case Creek,2,MARI,16,NW REGION,WM,4,S,2,W,26,45.18843841,-122.89251708,2016-02-11,2022,L
OR03411,Day Reservoir,26,12.25,D-8,R-5581,Cert:43224 OR *,,Milk Creek,2,CLAC,20,NW REGION,WM,4,S,2,E,9,45.23685277,-122.57863888,2010-10-18,2015,S
OR03451,"Rock Quarry, Upper",15,30,R-30,R-936,Cert:26833 OR *,,Rock Quarry Canyon,12,HARN,10,E REGION,WM,23,S,27,E,25,43.54547882,-119.41999816,2011-08-17,2017,L
OR03466,Valley Reservoir,10,15,V-3,R-7353,Cert:51419 OR *,FEDERAL,"Piute Creek, Trib to",12,LAKE,10,E REGION,WM,40,S,26,E,32,42.05356979,-119.67478942,,,L
OR03467,Von Borstel Reservoir #1,18,28.2,V-10,R-8600,Cert:75745 OR *,,,5,SHER,3,NC REGION,WM,4,S,16,E,24,45.2118988,-120.75743865,2009-06-09,2015,L
OR03468,Van Beek (Lagoon),10,17.7,LG-40,R-10892,Cert:68528 OR *,EXTRA LAGOON CELL,Dairy Waste,2,BENT,16,NW REGION,WM,14,S,5,W,18,44.35623931,-123.33251953,2010-06-29,,L
OR03477,Vogel Reservoir,15,30,V-19,R-471,Cert:8278 OR *,,Union Creek,9,BAKE,8,E REGION,WM,10,S,39,E,21,44.68468856,-117.93354797,2009-06-16,2015,L
OR03478,Von Borstel Stock Pond No. 1,20,18,V-11,R-1684,Cert:26154 OR *,,Finnegan Hollow,5,SHER,3,NC REGION,WM,4,S,17,E,6,45.25400161,-120.73040771,2009-06-23,2015,L
OR03495,Wall s Reservoir,23,38,W-32,R-1266,Cert:26592 OR *,,,2,POLK,16,NW REGION,WM,7,S,5,W,10,44.97713088,-123.29308319,2014-03-10,2020,L
OR03497,Waller No. 1 (PumpSump),11,10.4,W-58a,R-3677,Cert:39267 OR *,,Rudio,6,GRAN,4,NC REGION,WM,10,S,26,E,1,44.73749923,-119.55110931,2008-11-19,2014,L
OR03498,Wallowa Salmon Pond 1,10,24,W-33,R-591,Cert:7906 OR *,,Spring and Hurricane Creeks,8,WALL,7,E REGION,WM,2,S,44,E,3,45.41751098,-117.30091857,2015-08-27,2021,L
OR03499,Wallowa Salmon Pond 2,12,22,W-33b,R-592,Cert:7907 OR *,,Spring and Hurricane Creeks,8,WALL,7,E REGION,WM,2,S,44,E,3,45.41751098,-117.30153656,,,L
OR03513,"Walters, Glenn #3",23,37,W-86,R-6580,Cert:63631 OR *,,"Tualitin River, Trib to",2,WASH,18,NW REGION,WM,1,S,3,W,21,45.47621154,-123.06323242,2010-11-12,2016,L
OR03520,Webb Reservoir (Sherman),28,12,W-22,R-6150,Cert:51048 OR *,,Kerr Creek,5,SHER,3,NC REGION,WM,4,S,14,E,2,45.2521286,-121.02275848,2014-07-28,2020,L
OR03524,Wellspring Dam,18,15.5,W-60,R-4926,Cert:44333 OR *,,Unnamed Trib Heaton Creek,2,WASH,18,NW REGION,WM,2,S,2,W,21,45.38695907,-122.93778991,2013-01-31,2019,L
OR03526,Werner (lower),17,32,W-26b,R-1036,Cert:22125 OR *,,,15,JOSE,14,SW REGION,WM,35,S,6,W,21,42.50312042,-123.42009735,2014-04-20,2018,L
OR03545,West Sunstone,23,31.1,W-21,R-6567,Cert:67054 OR *,FEDERAL,Miners Draw,13,LAKE,12,SC REGION,WM,33,S,24,E,4,42.73815555,-119.89033333,,,L
OR03550,Wheeler Canyon Reservoir,10.7,16.3,W-24,R-7965,Cert:54381 OR *,,Wheeler Canyon,16,DOUG,15,SW REGION,WM,24,S,5,W,17,43.48001098,-123.32653808,2009-11-04,2015,L
OR03559,White Butte Reservoir,15,20,W-28,R-462,Cert:3926 OR *,FEDERAL,Nelson Creek,6,WHEE,21,NC REGION,WM,12,S,21,E,28,44.50299835,-120.21417236,,,L
OR03579,Wildhorse Basin Reservoir,14,26.75,W-35,R-3410,Cert:66763 OR *,FEDERAL,"Malheur River, Trib to",10,MALH,9,E REGION,WM,22,S,39,E,22,43.64340972,-117.9316101,,,L
OR03592,"Wilson, J. M. No.2 Enlg.",20,31,W-39,R-1732,Cert:31110 OR *,,Finnegan Hollow Creek,5,SHER,3,NC REGION,WM,4,S,17,E,21,45.21339035,-120.69891357,2015-12-08,2021,L
OR03613,"Worden, Franks Reservoir 1",18,13,W-96,R-2286,Inchoate: T  10425 CF (REG) *,,,14,KLAM,17,SC REGION,WM,39,S,11,E,29,42.14967,-121.42476,2014-10-21,2020,L
OR03614,"Worden, Franks Reservoir 3",11,10,W-8,R-2286,Inchoate: T  10425 CF (REG) *,Small,,14,KLAM,17,SC REGION,WM,39,S,11,E,33,42.14978027,-121.41786193,,,L
OR03629,Yokom Reservoir,25,45,Y-1,R-904,Cert:29493 OR *,,Birch Creek,6,GRAN,4,NC REGION,WM,13,S,29,E,22,44.43507003,-119.2155838,2014-01-27,2020,L
OR03637,Zenczak Reservoir,20,13,Z-12,R-5418,Cert:41835 OR *,,Trib to Two Springs,2,BENT,16,NW REGION,WM,11,S,6,W,4,44.63943099,-123.42144012,,2015,L
OR03668,Hanna Reservoir,17.4,34.7,H-39,,,FEDERAL,Trib of Bully Creek,10,MALH,9,E REGION,WM,17,S,39,E,35,44.04666519,-117.89333343,,,L
OR03682,John Messer Farm Dam,21,16,M-96,R-11153,Cert:84089 OR *,,Trib of Salt Creek,2,POLK,16,NW REGION,WM,6,S,5,W,31,45.01245117,-123.35164642,2010-06-09,2016,L
OR03686,Bauder Reservoir,17,15,B-94,R-11164,Cert:84549 OR *,,West Fork Claskanie River,1,COLU,18,NW REGION,WM,5,N,3,W,23,45.9018402,-123.01660919,2015-03-18,2021,L
OR03698,Hicks Canyon Dam,25,14.7,H-68,APR-60392,,FEDERAL,Trib of Jordan Creek,11,MALH,9,E REGION,WM,31,S,45,E,13,42.85833358,-117.16666412,,,L
OR03699,Emery Reservoir,20,30,E-40,R-11225,Cert:72306 OR *,,"Deep Creek, Trib of",13,LAKE,12,SC REGION,WM,39,S,22,E,30,42.15615081,-120.17443847,2014-10-22,2020,L
OR03700,Ritter (LARGE),29.7,293,R-15,R-11241,Cert:85520 CR *,,Wildhorse Creek,14,KLAM,17,SC REGION,WM,38,S,11,E,5,42.30297088,-121.43161773,2010-11-03,2016,L
OR03704,Mud Creek Dam (BLM),12,126,M-80,APR-79533,,FEDERAL,Mud Creek; Trib to Owyhee River,11,MALH,9,E REGION,WM,28,S,42,E,21,43.11883163,-117.5878067,,,L
OR03707,Fish Creek Forebay (Douglas),14,140,F-44b,HE-20,,FEDERAL,Fish Creek via canal,16,DOUG,15,SW REGION,WM,26,S,3,E,34,43.27103042,-122.4546585,,,L
OR03712,Spalding Pond Reservoir,37,25,S-131,R-11559,Permit: R  11559 *,FEDERAL,Soldier Creek,15,JOSE,14,SW REGION,WM,37,S,9,W,13,42.34677886,-123.70533752,,,L
OR03713,Fairview Lake,18,411,F-47,R-12301,Cert:90062 OR *,,Columbia Slough,2,MULT,20,NW REGION,WM,1,N,3,E,21,45.5513916,-122.45657348,2014-03-12,2020,L
OR03714,Weston EDA WWT Lagoon,18.5,123,LG-64,,,,Industrial Waste,7,UMAT,5,NC REGION,WM,4,N,35,E,15,45.82461166,-118.42836761,2009-04-30,2015,L
OR03715,Freezeout Reservoir,24,185,F-10,R-939,,,Long Hollow Creek,5,CROO,11,SC REGION,WM,20,S,24,E,5,43.86373138,-119.87046813,2011-05-12,2017,L
OR03716,Foster Ranch #4,14,29,F-46,R-11864,Cert:89988 OR *,,Off Channel,9,BAKE,8,E REGION,WM,10,S,40,E,6,44.72346878,-117.86930084,2009-04-20,2015,L
OR03717,Lacroute,19,50,L-46,R-11400,Cert:85267 OR *,,Unnamed Trib/Yamhill Creek,2,YAMH,16,NW REGION,WM,2,S,4,W,26,45.36586388,-123.14114722,2013-03-15,2019,L
OR03718,Three Mile Falls Diversion Dam,24,10,T-52,,,FEDERAL,Umatilla,7,UMAT,5,NC REGION,WM,5,N,28,E,28,45.88222122,-119.32277679,,,L
OR03719,Sagehorn,15,34,S-122,R-11220,Cert:68616 OR *,,Dry Prairie Creek,14,KLAM,17,SC REGION,WM,37,S,13,E,22,42.34040832,-121.1578598,2010-11-05,2016,L
OR03720,Midway Nursery,31,55,M-97,R-11266,Cert:76646 OR *,,Unnamed Trib/McFee Creek,2,WASH,18,NW REGION,WM,2,S,2,W,8,45.40702056,-122.96132659,2010-10-21,2016,L
OR03721,Murrayhill Reservoir,13,17,M-98,R-11252,Cert:67698 OR *,,Unnamed Trib/Summer Creek,2,WASH,18,NW REGION,WM,1,S,1,W,32,45.43983078,-122.82621765,2010-11-01,2016,L
OR03722,Williamson,11,38,W-88,R-11224,Cert:83212 OR *,,Unnamed Trib/Tualatin River,2,WASH,18,NW REGION,WM,1,S,2,W,22,45.46266937,-122.92645263,2010-10-26,2016,L
OR03723,Fred Creek Lake Dam,22,43,F-50,APR-75528,,,"Fred Creek, Trib to Rock Creek",6,WHEE,4,NC REGION,WM,13,S,24,E,3,44.47129821,-119.83402252,2014-01-21,2020,L
OR03724,Milton-Freewater Lagoon N-3,12,161.2,LG-5,R-11219,Permit: R  11219 *,,Unnamed Trib/Walla Walla River,7,UMAT,5,NC REGION,WM,6,N,35,E,31,45.95119094,-118.48452758,2009-06-01,2015,L
OR03725,Meridian Reservoir,38,95,M-106,R-11494,Cert:87424 OR *,,Unnamed Trib/Rock Creek,2,MARI,16,NW REGION,WM,5,S,1,E,7,45.15395922,-122.74057811,2015-10-21,2021,L
OR03726,Katz Farm,17,675,K-43,R-11492,Cert:76522 CR *,,Off Channel,2,YAMH,16,NW REGION,WM,3,S,4,W,33,45.26889038,-123.18811035,2013-03-05,2016,S
OR03727,Gardiner,25,90,G-41,R-11817,Permit: R  11817 *,,Unnamed Stream/Trib Umpqua,16,DOUG,15,SW REGION,WM,21,S,12,W,26,43.72336959,-124.10375976,2013-12-05,2016,S
OR03728,Hendrickson,25,24.5,H-62,R-11408,Cert:84858 OR *,,Unnamed Trib/Little Luckiamute,2,POLK,16,NW REGION,WM,9,S,6,W,12,44.80585861,-123.3602066,2014-10-10,2019,L
OR03729,Moss Flat,11,993,M-101,R-11248,Permit: R  11248 *,,Unnamed Trib/North Fork Cox Creek,13,LAKE,12,SC REGION,WM,36,S,19,E,36,42.41102981,-120.42688751,2015-10-01,2021,L
OR03730,Rickreall Dairy Lagoon,12,157.5,LG-6,APR-80536,,CAFO,Off Channel,2,POLK,16,NW REGION,WM,7,S,4,W,29,44.93265151,-123.210289,2014-08-21,2020,L
OR03731,Lakewood Estates,30,78,L-51,R-12140,Cert:80520 OR *,,Unnamed Trib/Mill Creek,2,MARI,16,NW REGION,WM,4,S,1,W,22,45.20449066,-122.78842163,2015-03-12,2021,L
OR03732,Twigg Reservoir,16,64.8,T-22,R-1932,Cert:26844 OR *,,Unnamed Trib/Christensen Creek,2,WASH,18,NW REGION,WM,1,S,3,W,36,45.43595123,-123.00237274,2010-10-29,2016,L
OR03733,Love Reservoir (Malheur),44,2560,L-2,,,,Unnamed Trib/Birch Creek,10,MALH,9,E REGION,WM,15,S,45,E,20,44.24721908,-117.22972869,2015-08-26,2018,S
OR03734,Castro Reservoir,20.2,69,C-105,APR-63738,,FEDERAL,Spring Branch Creek,11,MALH,9,E REGION,WM,32,S,46,E,18,42.76860809,-117.11106109,,,L
OR03735,Clover Creek Reservoir (Baker),30,68,C-93,R-11253,Cert:72332 OR *,,Clover Creek,9,BAKE,8,E REGION,WM,8,S,42,E,26,44.84693908,-117.53486633,2009-06-03,2016,L
OR03736,Van Conklin Dam #5,26,127,V-5d,R-7805,Cert:67134 OR *,,Unnamed Trib/White River,5,WASC,3,NC REGION,WM,5,S,12,E,8,45.15724945,-121.33624267,2014-05-20,2020,L
OR03737,Van Dam Dairy Lagoon,16,34.5,LG-7,,,CAFO,Off Channel,2,MARI,16,NW REGION,WM,8,S,2,W,32,44.82849121,-122.96617889,2014-05-06,2020,L
OR03738,Sar Ben Dairy Lagoon #1,14,10,LG-8a,R-14009,Permit: R  14009 *,CAFO,Off Channel,2,MARI,16,NW REGION,WM,4,S,2,W,4,45.25234985,-122.94696807,2014-06-24,2020,L
OR03739,Jaca Dam,34,3400,J-3,,,,Crooked Creek,11,MALH,9,E REGION,WM,33,S,40,E,9,42.69842147,-117.82386016,2012-08-28,2018,L
OR03740,"Koning ""E"" Reservoir",24,90,K-41a,R-11498,Permit: R  11498 *,,Unnamed Trib/Ash Swale,2,POLK,16,NW REGION,WM,7,S,4,W,5,44.99406051,-123.21447753,2015-03-26,2018,S
OR03741,"Koning ""F"" Reservoir",23,99,K-41b,R-11498,Permit: R  11498 *,,Unnamed Trib to Ash Swale,2,POLK,16,NW REGION,WM,6,S,4,W,31,45.00460052,-123.21544647,2012-08-22,2018,L
OR03742,Blaine #1,15,70,B-103,,,,Off Channel,5,WASC,3,NC REGION,WM,4,S,12,E,33,45.1736412,-121.31298065,2014-05-20,2020,L
OR03743,Port of Morrow WWT Lagoon,20,436,LG-45,,,,Off Channel,7,MORR,5,NC REGION,WM,4,N,26,E,6,45.85718917,-119.6214981,2015-04-01,2021,L
OR03744,Thomas Reservoir #2 (Malheur),14,16,T-17,APR-77841,,,Unnamed Trib/Willow Creek,10,MALH,9,E REGION,WM,17,S,44,E,16,44.0933113,-117.33818054,2012-05-16,2018,L
OR03745,Haymaker Gulch Reservoir,13,16,H-15,APR-80186,,,Haymaker Gulch,10,MALH,9,E REGION,WM,17,S,44,E,16,44.0866394,-117.33399963,2012-05-16,2018,L
OR03746,Lake Tahoe Dam,15,15.2,L-6,R-11921,Cert:89637 OR *,,Summit Creek/Trib South Fork Trask,1,TILL,1,NW REGION,WM,2,S,7,W,31,45.35002899,-123.60176849,2011-01-26,2017,L
OR03747,Patterson Reservoir No. 1 (Klamath),15,27,P-16a,APR-76078,,,Bear Creek/Trib Klamath River,14,KLAM,17,SC REGION,WM,41,S,8,E,4,42.03179168,-121.89063262,2011-01-18,2017,L
OR03749,"Adkins ""B"" Reservoir",20.5,12,A-33,R-11605,Cert:80946 OR *,,Unnamed Trib/Davis Creek,2,MARI,16,NW REGION,WM,7,S,1,E,5,44.9898796,-122.70561981,2013-02-13,2019,L
OR03750,Medford Sludge Lagoon #4,21.5,17.6,LG-46a,,,,Off Channel,15,JACK,13,SW REGION,WM,36,S,2,W,14,42.43714904,-122.90946197,2007-04-02,2013,L
OR03751,Medford Sludge Lagoon #5,15,26.8,LG-46b,,,,Off Channel,15,JACK,13,SW REGION,WM,36,S,2,W,14,42.43566894,-122.90918731,2007-04-02,2013,L
