unique_transaction_id,transaction_status,fyq,cfda_program_num,sai_number,account_title,recipient_name,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_zip,recipient_type,action_type,agency_code,federal_award_id,federal_award_mod,fed_funding_amount,non_fed_funding_amount,total_funding_amount,obligation_action_date,starting_date,ending_date,assistance_type,record_type,correction_late_ind,fyq_correction,principal_place_code,principal_place_state,principal_place_cc,principal_place_country_code,principal_place_zip,principal_place_cd,cfda_program_title,agency_name,project_description,duns_no,duns_conf_code,progsrc_agen_code,progsrc_acnt_code,progsrc_subacnt_code,receip_addr1,receip_addr2,receip_addr3,face_loan_guran,orig_sub_guran,fiscal_year,principal_place_state_code,recip_cat_type,asst_cat_type,recipient_cd,maj_agency_cat,rec_flag,recipient_country_code,uri,recipient_state_code,exec1_fullname,exec1_amount,exec2_fullname,exec2_amount,exec3_fullname,exec3_amount,exec4_fullname,exec4_amount,exec5_fullname,exec5_amount,last_modified_date
7bc54d3a62673c3205d1d8a02adb895b,active,,93.855,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01AI009644,001,26696.00,.00,26696.00,06/05/2013,03/01/1976,02/29/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,13,"Allergy, Immunology and Transplantation Research",NATIONAL INSTITUTES OF HEALTH,Biochemistry of Bacterial Cell Membranes,124726725,,75,0885,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-104-R01AI009644-001-44-2013-93855-75-0885-NON,CA,,,,,,,,,,,03/05/2014
45f2fd71f7cbfe5ad7c4f23d0520858f,active,,93.855,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,T32AI100829,000,273719.00,.00,273719.00,05/22/2013,07/01/2012,06/30/2017,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947203200,9,"Allergy, Immunology and Transplantation Research",NATIONAL INSTITUTES OF HEALTH,Immunology & Pathogenesis Program Training Grant,124726725,,75,0885,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-104-T32AI100829-000-2-2013-93855-75-0885-NON,CA,,,,,,,,,,,04/21/2014
493238a26cffc38ec94e27158f94880f,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01GM083198,000,100000.00,.00,100000.00,05/31/2013,07/01/2012,05/31/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,9,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,An integrated molecular approach to understand variation in iron metabolism,124726725,,75,0846,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-R01GM083198-000-2-2013-93859-75-0846-NON,CA,,,,,,,,,,,07/21/2014
9eed202740b7d4e730cab49f9bf7921a,active,,93.855,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01AI095057,000,337830.00,.00,337830.00,01/16/2013,03/07/2011,02/28/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,9,"Allergy, Immunology and Transplantation Research",NATIONAL INSTITUTES OF HEALTH,Tat cofactors and control of HIV-1 latency,124726725,,75,0885,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-104-R01AI095057-000-3-2013-93855-75-0885-NON,CA,,,,,,,,,,,03/05/2014
c24362581610a99c35be4e80058d428d,active,,97.077,,,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,20: Private higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)",7051: IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,08DN077ARI02205,0002,.00,.00,.00,10/04/2012,09/01/2011,08/31/2013,04: Project grant,2: Individual action,: Current record,,,California,BERKELEY,USA,947045940,CA06,"Homeland Security Research Testing, Evaluation, and Demonstration of Technologies Related to Nuclear Detection",IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,ARI/LA: Domestic Nuclear Security Technology,124726725,,,,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,,h: Higher Education,g,CA90,"7000: HOMELAND SECURITY, DEPARTMENT OF",NON,USA,,CA,,,,,,,,,,,11/09/2012
ae5facd862d916ce1a42ac57a0e84b2a,active,,12.300,NO SAI  N000141550,"Research, Development, Test and Evaluation, Navy","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),9700: DEPT OF DEFENSE,N000141110140,0006,45000.00,.00,360000.00,01/18/2013,01/18/2013,09/30/2013,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947045940,,Basic and Applied Scientific Research,DEPT OF DEFENSE,Rigorous Approaches to Modern Statistical Inference,124726725,,17,1319,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,,9700: DEPT OF DEFENSE,NON,USA,2013N000141550,CA,,,,,,,,,,,02/22/2013
b46feb1826fb98d63b36f93546356587,active,,12.300,NO SAI  N000141649,"Research, Development, Test and Evaluation, Navy","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),9700: DEPT OF DEFENSE,N000141110114,0008,40000.00,.00,390000.00,01/24/2013,01/24/2013,09/30/2013,04: Project grant,2: Individual action,: Current record,,0606000,California,Berkeley,USA,947045940,,Basic and Applied Scientific Research,DEPT OF DEFENSE,Investigation on the possibility of enhanced permittivity and capacitance beyond intrinsic limits in a ferroelectric/dielectric bi-layer.,124726725,,17,1319,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,,9700: DEPT OF DEFENSE,NON,USA,2013N000141649,CA,,,,,,,,,,,02/22/2013
be188f7009983c1e836f5ca2d100b249,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,F32GM101923,000,53942.00,.00,53942.00,08/28/2013,09/01/2012,08/31/2015,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947203220,9,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,The mechanisms of molecular adaptation to rapidly evolving genes and systems,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-F32GM101923-000-2-2013-93859-75-0851-NON,CA,,,,,,,,,,,09/05/2014
5d9e36a9f89488e6de4e4b41ddac13ce,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01GM047475,001,24037.00,.00,24037.00,06/25/2013,09/30/1992,06/30/2018,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Albany,USA,947101105,13,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,Phytochrome A:  Structure/Function and Signaling Pathways,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-R01GM047475-001-20-2013-93859-75-0851-NON,CA,,,,,,,,,,,08/20/2014
e315959dfbe325929c9f7e3f3f560948,active,,93.172,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,T32HG000047,000,736106.00,.00,736106.00,06/28/2013,07/01/2000,06/30/2015,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947203200,9,Human Genome Research,NATIONAL INSTITUTES OF HEALTH,Genomics,124726725,,75,0891,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-55-T32HG000047-000-14-2013-93172-75-0891-NON,CA,,,,,,,,,,,07/21/2014
7a26af43f4d0cf32a6d1a0116f95e25f,active,,93.242,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R34MH094535,001,13875.00,.00,13875.00,06/28/2013,03/01/2012,01/31/2015,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,9,Mental Health Research Grants,NATIONAL INSTITUTES OF HEALTH,Improving Depression Outcome by Enhancing Memory for Cognitive Therapy,124726725,,75,0892,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-134-R34MH094535-001-2-2013-93242-75-0892-NON,CA,,,,,,,,,,,03/05/2014
872e6d1269356f8ae57346130fbe547c,active,,93.867,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,A: New assistance action,7529: NATIONAL INSTITUTES OF HEALTH,K08EY023609,000,149679.00,.00,149679.00,09/19/2013,09/30/2013,08/31/2018,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947202020,9,Vision Research,NATIONAL INSTITUTES OF HEALTH,Role in Myopia Development of Retinal Pigment Epithelium - A New Therapeutic Targ,124726725,,75,0887,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-124-K08EY023609-000-1-2013-93867-75-0887-NON,CA,,,,,,,,,,,09/05/2014
005fbce03583b5c2536c05be6fc73c9f,active,,43.001,SAI EXEMPT,Science,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNX10AJ96G,6,.00,.00,.00,03/27/2013,03/27/2013,05/31/2014,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,0606000,CA,Berkeley,USA,947045940,13,Science,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,THE CHARACTERISTIC LENGTH SCALE IMPRINTED BY SOUND WAVES IN THE EARLY UNIVERSE INTO THE CLUSTERING OF MATTER OFFERS A ROBUST AND PRECISE ROUTE TO THE,1247267250000,,80,0120,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,CA13,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NON,USA,,CA,,,,,,,,,,,11/06/2013
94eca3638db61d7af06ba1c25b72e390,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01GM094497,000,260231.00,.00,260231.00,06/26/2013,07/01/2011,06/30/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,9,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,ATP-dependent protein unfolding and translocation by the eukaryotic proteasome,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-R01GM094497-000-3-2013-93859-75-0851-NON,CA,,,,,,,,,,,07/07/2014
a46c61401836f036f5ed336e89082379,active,,15.808,SAI EXEMPT,"Surveys, Investigations, and Research","REGENTS OF THE UNIVERSITY OF CALIFO RNIA, THE",06000,BERKELEY,001,Alameda,947040000,06: State controlled institution of higher education,D: Funding adjustment to completed project,1434: GEOLOGICAL SURVEY,G09AC00259,0005,-973.00,.00,-973.00,04/15/2013,08/01/2009,07/31/2012,05: Cooperative agreement,2: Individual action,L: Current record--unused code retained for backwards compatibility.,20133,0606000,CALIFORNIA,BERKELEY,,94704,9,U.S. Geological Survey_ Research and Data Collection,GEOLOGICAL SURVEY,PROTOTYPE DEVELOPMENT OF THE NEW CISN EARTHQUAKE ALERT SYSTEM (EAS),124726725,,14,0804,,SPONSORED PROJECTS OFFICE,,,.00,.00,2013,CA,h: Higher Education,g,9,"1400: INTERIOR, DEPARTMENT OF THE",NON,,,CA,,,,,,,,,,,09/25/2013
054a909aa8d7eeee6b207a93f41c1c86,active,,93.847,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01DK066336,000,304291.00,.00,304291.00,05/14/2013,01/15/2004,12/31/2008,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,,,,,0,"Diabetes, Digestive, and Kidney Diseases Extramural Research",NATIONAL INSTITUTES OF HEALTH,MOLECULAR PHYSIOLOGY OF LIVER FATTY ACID TRANSPORTERS,124726725,,75,0884,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-119-R01DK066336-000-10-2013-93847-75-0884-NON,CA,,,,,,,,,,,05/05/2014
26fb3cf5894e1c4ac2800900c1fc14d3,active,,93.143,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,P42ES004705,000,2149902.00,.00,2149902.00,05/07/2013,04/01/1997,03/31/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,BERKELEY,USA,947045940,9,NIEHS Superfund Hazardous Substances_Basic Research and Education,NATIONAL INSTITUTES OF HEALTH,Toxic Substances in the Environment,124726725,,75,0862,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-123-P42ES004705-000-26-2013-93143-75-0862-NON,CA,,,,,,,,,,,04/21/2014
fc12a21c4c8f5f062c1f7674f31578b2,active,,93.398,SAI UNAVAILABLE,National Institutes of Health,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,F31CA168194,000,36122.00,.00,36122.00,08/05/2013,09/21/2012,09/20/2014,04: Project grant,2: Individual action,: Current record,,,CALIFORNIA,BERKELEY,USA,947201460,9,Cancer Research Manpower,NATIONAL INSTITUTES OF HEALTH,USING APTAMERS TO SELECTIVELY DELIVER REAGENTS FOR BIOORTHOGONAL TAGGING OF AZIDO,124726725,,75,0849,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-110-F31CA168194-000-2-2013-93398-75-0849-NON,CA,,,,,,,,,,,08/16/2013
47ffa70859ac2e9e616b917bfd919f8e,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,F32GM103210,000,52190.00,.00,52190.00,08/09/2013,09/01/2012,08/31/2014,04: Project grant,2: Individual action,: Current record,,,CALIFORNIA,BERKELEY,USA,947201460,9,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,ENANTIOSELECTIVE TOTAL SYNTHESIS OF MARCFORTINE B VIA SMI2-MEDIATED C-C BOND FORM,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-F32GM103210-000-2-2013-93859-75-0851-NON,CA,,,,,,,,,,,08/16/2013
448262470efaf91aacf34f25aee08661,active,,93.866,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01AG040245,000,232645.00,.00,232645.00,08/05/2013,09/01/2011,05/31/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947202120,13,Aging Research,NATIONAL INSTITUTES OF HEALTH,Variability of mortality levels and trends by state in the United States,124726725,,75,0843,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-102-R01AG040245-000-3-2013-93866-75-0843-NON,CA,,,,,,,,,,,07/07/2014
6bba88604eda82e04a03c38ff3d646a7,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,A: New assistance action,7529: NATIONAL INSTITUTES OF HEALTH,F32GM097956,000,.00,.00,.00,12/06/2012,12/06/2012,12/05/2014,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947201460,9,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,Mechanistic Investigations of Gold-Catalyzed C-H Activation of Arenes,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-F32GM097956-000-1-2013-93859-75-0851-NON,CA,,,,,,,,,,,05/05/2014
d452b193e1099f365035a3a9fc2b659d,active,,81.121,SAI NOT AVAILABLE,Nuclear Energy,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,"C: Revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction amount of the change in funding; or any change in Recipient Name, Recipient Address, Project Period or Project Scope)","8900: ENERGY, DEPARTMENT OF",DENE0000284,A004,250000.00,.00,250000.00,08/08/2013,05/14/2010,05/31/2015,05: Cooperative agreement,2: Individual action,: Current record,,0606000,CALIFORNIA,BERKELEY,,947010001,CA09,"Nuclear Energy Research, Development and Demonstration","ENERGY, DEPARTMENT OF","TAS::89 0319::TAS    NGA-EAST, NE COOPERATIVE AGREEMENT WITH PEER FOR SUPPORT FOR THE DEVELOPMENT OF THE NEXT GENERATION SEISMIC GROUND MOTION ATTENU",1247267250000,,89,0319,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,CA09,"8900: ENERGY, DEPARTMENT OF",NON,,,CA,,,,,,,,,,,08/21/2013
a1168f8f8596d7da548997bfa13cf18c,active,,93.867,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,A: New assistance action,7529: NATIONAL INSTITUTES OF HEALTH,F32EY022840,001,.00,.00,.00,04/22/2013,05/01/2013,04/30/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947203220,9,Vision Research,NATIONAL INSTITUTES OF HEALTH,"Synthesis, Characterization, and Testing of Red-Shifted Glutamate Photoswitches",124726725,,75,0887,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-124-F32EY022840-001-1-2013-93867-75-0887-NON,CA,,,,,,,,,,,06/05/2014
2c872a4cf708951ec4ce25fcab0d42e0,active,,12.431,NO SAI  W911NF1209,"Research, Development, Test and Evaluation, Army","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,9700: DEPT OF DEFENSE,W911NF1310228,,10000.00,.00,10000.00,07/01/2013,07/01/2013,12/31/2013,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,20134,0606000,California,Berkeley,USA,947045940,,Basic Scientific Research,DEPT OF DEFENSE,Majorana Fermions in Condensed Matter Physics,124726725,,21,2040,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,,9700: DEPT OF DEFENSE,NON,USA,2013W911NF1209,CA,,,,,,,,,,,03/04/2014
90418be8ce173c1a92a7ef2236d99c3a,active,,93.859,SAI UNAVAILABLE,,"UNIVERSITY OF CALIFORNIA, REGENTS",06000,BERKELEY,001,Alameda,94704,06: State controlled institution of higher education,B: Continuation (funding in succeeding budget period which stemmed from prior agreement to fund amount of the current action),7529: NATIONAL INSTITUTES OF HEALTH,R01GM065462,000,302697.00,.00,302697.00,07/01/2013,04/01/2002,06/30/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,,CALIFORNIA,Berkeley,USA,947203202,13,Biomedical Research and Research Training,NATIONAL INSTITUTES OF HEALTH,Endocytic Functions for the Mammalian Actin Cytoskeleton,124726725,,75,0851,,481 UNIVERSITY HALL,,,.00,.00,2013,,h: Higher Education,g,CA9,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",NON,USA,75-127-R01GM065462-000-10-2013-93859-75-0851-NON,CA,,,,,,,,,,,08/20/2014
29ccbc0f1e123bba539d745f9d5ef77e,active,,43.001,SAI EXEMPT,Science,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNX13AH40G,0,150000.00,.00,.00,03/14/2013,03/01/2013,02/28/2016,04: Project grant,2: Individual action,C: Current transaction record is a request to replace a previously submitted record that contained data submission errors. Record contains replacement (not delta) values for all data fields that contain submission errors.,,0606000,CA,Berkeley,USA,947045940,13,Science,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,STARDUST INTERSTELLAR DUST COLLECTION: COMPREHENSIVE SEARCH FOR CANDIDATES AND PREPARATION FOR MINERALOGICAL AND ISOTOPIC ANALYSES. WE PROPOSE TO CON,1247267250000,,80,0120,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,CA13,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NON,USA,,CA,,,,,,,,,,,11/06/2013
5aade815d78ddc72fb934c97e3985602,active,,43.007,SAI EXEMPT,Space Operations,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",06000,BERKELEY,001,Alameda,947045940,06: State controlled institution of higher education,A: New assistance action,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NNX13AL10A,0,100000.00,.00,.00,07/22/2013,05/21/2013,05/20/2015,05: Cooperative agreement,2: Individual action,: Current record,,0606000,CA,Berkeley,USA,947045940,13,Space Operations,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,THIS STUDY WILL DETERMINE THE FLAMMABILITY OF SEVERAL THIN SOLID MATERIALS. THE RESEARCH CONDUCTED WILL ALSO HELP VERIFY AND IMPROVE PREDICTIVE CAPAB,1247267250000,,80,0115,,2150 SHATTUCK AVE RM 313,,,.00,.00,2013,CA,h: Higher Education,g,CA13,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NON,USA,,CA,,,,,,,,,,,08/22/2013
